日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
2022/9/23,外資及陸資,388629,287766,392484,294798,-3855,-7032,205466,122490,290588,125496,-85122,-3006
2022/9/26,自營商,297815,54311,311264,53684,-13449,627,229672,53938,297827,53488,-68155,450
2022/9/26,投信,236,650,1071,2117,-835,-1467,13571,28642,22706,54147,-9135,-25505
2022/9/26,外資及陸資,510393,352985,513136,368347,-2743,-15362,221176,118201,309032,136190,-87856,-17989
2022/9/27,自營商,252501,42719,265979,42828,-13478,-109,228334,55242,309938,54930,-81604,312
2022/9/27,投信,263,726,149,412,114,314,13702,29107,22723,54392,-9021,-25285
2022/9/27,外資及陸資,480799,318595,474566,318712,6233,-117,238254,118077,319830,136323,-81576,-18246
2022/9/28,自營商,485662,71313,502587,72853,-16925,-1540,204862,55984,260464,57079,-55602,-1095
2022/9/28,投信,235,635,837,2254,-602,-1619,13921,29077,23544,55437,-9623,-26360
2022/9/28,外資及陸資,659842,394448,660029,387865,-187,6583,229925,119279,314917,130539,-84992,-11260
2022/9/29,自營商,252160,43949,247343,45498,4817,-1549,228096,56978,279778,59666,-51682,-2688
2022/9/29,投信,280,757,80,218,200,539,13967,29199,23390,55032,-9423,-25833
2022/9/29,外資及陸資,477024,400408,461175,399364,15849,1044,203907,115688,279521,126013,-75614,-10325
2022/9/30,自營商,267246,51615,277423,50765,-10177,850,227790,56388,289632,58138,-61842,-1750
2022/9/30,投信,660,1236,207,15,453,1221,14176,29463,23146,53826,-8970,-24363
2022/9/30,外資及陸資,526285,389182,537631,394751,-11346,-5569,206145,114020,293102,129937,-86957,-15917
2022/10/3,自營商,290766,48813,283646,47758,7120,1055,248242,58682,302997,59220,-54755,-538
2022/10/3,投信,133,354,450,1191,-317,-837,14290,29560,23577,54596,-9287,-25036
2022/10/3,外資及陸資,502706,361599,507457,362782,-4751,-1183,210806,112531,302492,129608,-91686,-17077
2022/10/4,自營商,272235,43728,272307,43230,-72,498,259120,60817,313897,61013,-54777,-196
2022/10/4,投信,1245,3364,100,1,1145,3363,14524,30835,22666,53049,-8142,-22214
2022/10/4,外資及陸資,435088,286566,422817,284444,12271,2122,221715,123671,301136,138703,-79421,-15032
2022/10/5,自營商,532613,72656,498298,67473,34315,5183,224681,61735,275691,56847,-51010,4888
2022/10/5,投信,973,2683,5,14,968,2669,14818,32182,21992,52085,-7174,-19903
2022/10/5,外資及陸資,553734,313051,533748,281967,19986,31084,220356,139639,285646,123841,-65290,15798
2022/10/6,自營商,211796,42780,217785,39175,-5989,3605,235593,63571,292595,55098,-57002,8473
2022/10/6,投信,174,476,261,724,-87,-248,14562,31607,21823,51842,-7261,-20235
2022/10/6,外資及陸資,382557,289048,395379,307052,-12822,-18004,218997,129889,297121,132093,-78124,-2204
2022/10/7,自營商,209036,33210,209430,38683,-394,-5473,246138,59316,303507,56285,-57369,3031
2022/10/7,投信,392,1071,81,218,311,853,14865,31993,21815,51108,-6950,-19115
2022/10/7,外資及陸資,370594,276032,372955,282396,-2361,-6364,225748,125165,306233,133712,-80485,-8547
2022/10/11,自營商,398044,71645,418920,71486,-20876,159,279460,61913,356446,58523,-76986,3390
2022/10/11,投信,305,276,1998,5229,-1693,-4953,14927,30730,23570,53960,-8643,-23230
2022/10/11,外資及陸資,592682,406007,587068,400274,5614,5733,289003,127092,354302,129782,-65299,-2690
2022/10/12,自營商,514068,62955,519250,65670,-5182,-2715,256859,59031,323626,58392,-66767,639
2022/10/12,投信,22,55,252,659,-230,-604,14799,30353,23672,54152,-8873,-23799
2022/10/12,外資及陸資,672402,380937,655985,382780,16417,-1843,287101,119736,340716,124126,-53615,-4390
2022/10/13,自營商,288827,51886,274993,53646,13834,-1760,279441,58130,332427,59365,-52986,-1235
2022/10/13,投信,133,343,491,1258,-358,-915,14793,29897,24024,54242,-9231,-24345
2022/10/13,外資及陸資,484528,355444,463730,334589,20798,20855,313132,132552,345928,116108,-32796,16444
2022/10/14,自營商,435953,76259,441522,73941,-5569,2318,294864,61199,353033,60233,-58169,966
2022/10/14,投信,4310,6760,2974,3256,1336,3504,15124,31452,23019,52853,-7895,-21401
2022/10/14,外資及陸資,776953,515425,781131,523830,-4178,-8405,321806,130004,358977,121641,-37171,8363
2022/10/17,自營商,405568,84424,423880,85761,-18312,-1337,304284,63767,383086,64015,-78802,-248
2022/10/17,投信,17750,42348,16996,40104,754,2244,16027,33322,23168,52149,-7141,-18827
2022/10/17,外資及陸資,834737,563878,834223,576886,514,-13008,342259,132367,378916,137198,-36657,-4831
2022/10/18,自營商,441104,82364,438213,88505,2891,-6141,307378,64800,382807,71219,-75429,-6419
2022/10/18,投信,14799,32283,20198,46472,-5399,-14189,13235,26272,22391,50598,-9156,-24326
2022/10/18,外資及陸資,668450,433106,665933,422730,2517,10376,363328,141707,397474,135981,-34146,5726
2022/10/19,自營商,546892,97977,571277,95814,-24385,2163,167627,45593,224864,51527,-57237,-5934
2022/10/19,投信,1348,3154,1479,3055,-131,99,13466,26527,22083,50618,-8617,-24091
2022/10/19,外資及陸資,803452,424027,807350,439772,-3898,-15745,211698,108736,231781,100259,-20083,8477
2022/10/20,自營商,288944,45528,283621,48317,5323,-2789,201909,45774,252792,54238,-50883,-8464
2022/10/20,投信,30,77,470,1207,-440,-1130,13433,26322,22490,51424,-9057,-25102
2022/10/20,外資及陸資,541044,408190,526241,396944,14803,11246,236386,113090,241662,93252,-5276,19838
2022/10/21,自營商,265976,44892,257793,45519,8183,-627,222959,46288,265648,55216,-42689,-8928
2022/10/21,投信,32,82,618,1574,-586,-1492,13122,25347,22765,51760,-9643,-26413
2022/10/21,外資及陸資,515537,366407,516487,355488,-950,10919,248075,121385,254304,90941,-6229,30444
2022/10/24,自營商,316856,49664,326115,56051,-9259,-6387,230063,43524,281528,58787,-51465,-15263
2022/10/24,投信,659,1704,66,164,593,1540,13219,25733,22269,50781,-9050,-25048
2022/10/24,外資及陸資,595830,417607,594445,424144,1385,-6537,255007,122227,259691,97956,-4684,24271
2022/10/25,自營商,400424,56354,430992,62955,-30568,-6601,228100,39272,310115,60626,-82015,-21354
2022/10/25,投信,0,0,1068,1953,-1068,-1953,13056,24907,23174,51517,-10118,-26610
2022/10/25,外資及陸資,675000,425824,679016,425678,-4016,146,265035,127223,270138,103423,-5103,23800
2022/10/26,自營商,417329,47940,408509,51080,8820,-3140,206663,34861,275258,59933,-68595,-25072
2022/10/26,投信,773,1958,23,59,750,1899,13122,25187,22490,50016,-9368,-24829
2022/10/26,外資及陸資,553588,309210,531038,287755,22550,21455,270770,141661,260275,95885,10495,45776
2022/10/27,自營商,211788,40786,222903,36274,-11115,4512,215480,37639,295070,58788,-79590,-21149
2022/10/27,投信,832,2141,50,129,782,2012,13297,26044,21883,49283,-8586,-23239
2022/10/27,外資及陸資,397320,307966,396939,318464,381,-10498,277883,143974,266965,107798,10918,36176
2022/10/28,自營商,220873,39716,224638,38454,-3765,1262,226024,38725,309426,58342,-83402,-19617
2022/10/28,投信,0,0,532,1359,-532,-1359,13262,25574,22380,49834,-9118,-24260
2022/10/28,外資及陸資,398092,297081,417524,314110,-19432,-17029,276184,134447,284740,115556,-8556,18891
2022/10/31,自營商,260311,38961,262903,37339,-2592,1622,231795,40336,319060,58899,-87265,-18563
2022/10/31,投信,621,1608,125,306,496,1302,13291,26022,21913,49318,-8622,-23296
2022/10/31,外資及陸資,414221,275317,399149,265282,15072,10035,285294,141806,278725,112398,6569,29408
2022/11/1,自營商,293706,36776,300535,38424,-6829,-1648,240589,40229,334467,60573,-93878,-20344
2022/11/1,投信,345,898,81,209,264,689,13265,26138,21623,48904,-8358,-22766
2022/11/1,外資及陸資,373974,231687,372735,237265,1239,-5578,295918,145804,288140,121629,7778,24175
2022/11/2,自營商,324903,37360,323580,38450,1323,-1090,206390,40252,303564,61851,-97174,-21599
2022/11/2,投信,665,1510,1,1,664,1509,13443,26485,21137,47825,-7694,-21340
2022/11/2,外資及陸資,396048,213947,397255,209918,-1207,4029,288586,146779,276715,118416,11871,28363
2022/11/3,自營商,205050,35379,221519,33443,-16469,1936,221395,41882,334701,61222,-113306,-19340
2022/11/3,投信,182,469,420,864,-238,-395,13433,26402,21365,47928,-7932,-21526
2022/11/3,外資及陸資,354096,281994,367218,289231,-13122,-7237,283275,135433,281886,114517,1389,20916
2022/11/4,自營商,235556,36076,235050,35371,506,705,232078,42066,344563,60734,-112485,-18668
2022/11/4,投信,318,820,0,0,318,820,13492,26697,21106,47515,-7614,-20818
2022/11/4,外資及陸資,378424,258409,375844,256261,2580,2148,291587,142422,287555,119214,4032,23208
2022/11/7,自營商,389602,57197,376083,53111,13519,4086,248392,45038,347535,59952,-99143,-14914
2022/11/7,投信,869,2285,7,19,862,2266,13837,28007,20589,46876,-6752,-18869
2022/11/7,外資及陸資,509519,327754,509896,330413,-377,-2659,297120,145119,293426,124127,3694,20992
2022/11/8,自營商,355267,38975,327946,43294,27321,-4319,266866,43397,338842,62913,-71976,-19516
2022/11/8,投信,513,1343,4,11,509,1332,14035,28741,20278,46437,-6243,-17696
2022/11/8,外資及陸資,387309,212349,394462,212935,-7153,-586,295371,148660,298833,128130,-3462,20530
2022/11/9,自營商,533095,63671,504391,59251,28704,4420,229531,44008,306092,59934,-76561,-15926
2022/11/9,投信,845,2291,60,155,785,2136,14156,29657,19614,45570,-5458,-15913
2022/11/9,外資及陸資,523975,273919,505800,257683,18175,16236,313394,169432,298164,131746,15230,37686
2022/11/10,自營商,234274,41888,255710,36596,-21436,5292,235777,44730,333586,55203,-97809,-10473
2022/11/10,投信,995,2562,753,1912,242,650,15102,31956,20318,47093,-5216,-15137
2022/11/10,外資及陸資,323889,240686,358834,278879,-34945,-38193,292454,139419,312172,140238,-19718,-819
2022/11/11,自營商,524609,79997,487668,82785,36941,-2788,274392,47279,335356,61508,-60964,-14229
2022/11/11,投信,4922,8489,3175,3296,1747,5193,16288,36123,19757,46707,-3469,-10584
2022/11/11,外資及陸資,645959,459115,633883,428697,12076,30418,314889,182400,327481,151488,-12592,30912
2022/11/14,自營商,445363,85213,439971,79367,5392,5846,291695,48673,348416,57145,-56721,-8472
2022/11/14,投信,16663,43526,16498,42937,165,589,17567,39933,20871,49988,-3304,-10055
2022/11/14,外資及陸資,591836,449403,617792,471817,-25956,-22414,316823,185537,355371,176976,-38548,8561
2022/11/15,自營商,633072,117542,598299,97245,34773,20297,342789,66507,364818,55224,-22029,11283
2022/11/15,投信,17219,42282,17770,43513,-551,-1231,18354,43046,22206,54612,-3852,-11566
2022/11/15,外資及陸資,666203,515174,682467,523111,-16264,-7937,321243,204916,371963,203349,-50720,1567
2022/11/16,自營商,731972,112384,712750,121994,19222,-9610,201115,45864,204142,38672,-3027,7192
2022/11/16,投信,679,1596,2160,5835,-1481,-4239,17738,42279,22371,58093,-4633,-15814
2022/11/16,外資及陸資,834280,485271,850602,480328,-16322,4943,172196,142372,257422,136271,-85226,6101
2022/11/17,自營商,269110,35639,291179,38550,-22069,-2911,224303,47269,249300,43016,-24997,4253
2022/11/17,投信,227,650,296,849,-69,-199,17863,42710,22565,58751,-4702,-16041
2022/11/17,外資及陸資,355616,279492,359292,283537,-3676,-4045,185679,142664,274587,140475,-88908,2189
2022/11/18,自營商,384892,52222,368406,55564,16486,-3342,250112,46991,258674,46128,-8562,863
2022/11/18,投信,450,1302,681,1102,-231,200,17683,42062,22616,57852,-4933,-15790
2022/11/18,外資及陸資,536973,394416,543851,381814,-6878,12602,194794,151331,290580,136373,-95786,14958
2022/11/21,自營商,274649,28537,284582,30227,-9933,-1690,256695,47259,275122,48086,-18427,-827
2022/11/21,投信,520,1501,362,1030,158,471,18089,43137,22864,58422,-4775,-15285
2022/11/21,外資及陸資,367776,267406,371159,271298,-3383,-3892,194206,150644,293333,139587,-99127,11057
2022/11/22,自營商,339144,38403,343812,36844,-4668,1559,261316,48248,284709,47590,-23393,658
2022/11/22,投信,603,1749,30,82,573,1667,18496,44556,22698,58253,-4202,-13697
2022/11/22,外資及陸資,357836,228966,359232,230303,-1396,-1337,196916,151781,297439,142040,-100523,9741
2022/11/23,自營商,380754,42683,383716,38209,-2962,4474,216150,49863,238503,44683,-22353,5180
2022/11/23,投信,334,975,10,29,324,946,18543,44982,22421,57824,-3878,-12842
2022/11/23,外資及陸資,397439,219201,393268,218421,4171,780,197535,155952,298576,145217,-101041,10735
2022/11/24,自營商,228731,38547,235218,35833,-6487,2714,244622,55692,273267,47726,-28645,7966
2022/11/24,投信,1641,4255,74,218,1567,4037,19569,47947,21880,56910,-2311,-8963
2022/11/24,外資及陸資,292861,213297,302316,225570,-9455,-12273,206846,159712,317342,161165,-110496,-1453
2022/11/25,自營商,178137,29612,165047,29267,13090,345,259974,58579,275836,50302,-15862,8277
2022/11/25,投信,725,2134,266,783,459,1351,20146,49445,21998,57018,-1852,-7573
2022/11/25,外資及陸資,243510,172872,268861,187431,-25351,-14559,205834,154315,339047,170285,-133213,-15970
2022/11/28,自營商,362057,48359,352633,44488,9424,3871,262985,57694,269520,45573,-6535,12121
2022/11/28,投信,0,0,1467,4244,-1467,-4244,19406,46488,22725,58176,-3319,-11688
2022/11/28,外資及陸資,411900,289579,410420,278401,1480,11178,209139,154462,340935,159277,-131796,-4815
2022/11/29,自營商,441726,41611,435381,45348,6345,-3737,280789,57237,281126,48765,-337,8472
2022/11/29,投信,445,1293,240,701,205,592,19341,46886,22455,58129,-3114,-11243
2022/11/29,外資及陸資,418579,266790,404940,253688,13639,13102,217921,162362,336084,153792,-118163,8570
2022/11/30,自營商,464310,51346,433959,49328,30351,2018,253470,59332,241510,48758,11960,10574
2022/11/30,投信,379,1122,103,305,276,817,19604,48117,22442,58654,-2838,-10537
2022/11/30,外資及陸資,495490,292846,499679,287247,-4189,5599,220538,181768,342559,167550,-122021,14218
2022/12/1,自營商,302100,63459,317304,54738,-15204,8721,276954,70398,279560,50930,-2606,19468
2022/12/1,投信,1729,4732,736,1254,993,3478,21005,52514,22850,59704,-1845,-7190
2022/12/1,外資及陸資,409586,341366,440858,384012,-31272,-42646,212192,159578,365330,187843,-153138,-28265
2022/12/2,自營商,201261,37942,198662,34743,2599,3199,284210,72648,284027,49938,183,22710
2022/12/2,投信,337,1003,932,2771,-595,-1768,21281,52992,23721,61901,-2440,-8909
2022/12/2,外資及陸資,329695,253496,343597,265738,-13902,-12242,213433,161605,380473,202215,-167040,-40610
2022/12/5,自營商,323993,46118,309370,43914,14623,2204,311094,74857,295919,49797,15175,25060
2022/12/5,投信,481,1436,1388,4117,-907,-2681,21556,53967,24903,65578,-3347,-11611
2022/12/5,外資及陸資,383864,299015,386646,290670,-2782,8345,217823,168563,387645,201010,-169822,-32447
2022/12/6,自營商,337405,46643,347314,47129,-9909,-486,313038,74744,307268,50585,5770,24159
2022/12/6,投信,39,115,772,2226,-733,-2111,21536,53044,25370,65868,-3834,-12824
2022/12/6,外資及陸資,415547,284320,427781,291009,-12234,-6689,215361,158368,393421,196742,-178060,-38374
2022/12/7,自營商,525359,53967,511981,58340,13378,-4373,290361,66700,262343,47329,28018,19371
2022/12/7,投信,160,469,859,2505,-699,-2036,21586,52994,26119,67807,-4533,-14813
2022/12/7,外資及陸資,579800,312473,557536,291944,22264,20529,217521,167480,378439,184765,-160918,-17285
2022/12/8,自營商,236937,41998,246566,40994,-9629,1004,301922,67009,284074,46679,17848,20330
2022/12/8,投信,107,21,541,1560,-434,-1539,21466,52177,26433,68391,-4967,-16214
2022/12/8,外資及陸資,371939,312677,378215,318706,-6276,-6029,217885,160386,385067,183751,-167182,-23365
2022/12/9,自營商,226585,35167,214708,38411,11877,-3244,323812,67472,294256,50184,29556,17288
2022/12/9,投信,831,2439,249,705,582,1734,21662,53559,26047,68283,-4385,-14724
2022/12/9,外資及陸資,356358,281929,341429,266382,14929,15547,223643,161594,375896,169342,-152253,-7748
2022/12/12,自營商,249054,39388,256049,38161,-6995,1227,320891,65756,298574,47396,22317,18360
2022/12/12,投信,164,478,292,832,-128,-354,21767,53412,26280,68366,-4513,-14954
2022/12/12,外資及陸資,393848,300931,394463,301728,-615,-797,226815,162274,379799,170949,-152984,-8675
2022/12/13,自營商,221778,37786,229117,35443,-7339,2343,321211,67935,306479,47342,14732,20593
2022/12/13,投信,136,382,249,720,-113,-338,21891,53514,26517,68738,-4626,-15224
2022/12/13,外資及陸資,318548,238135,329252,254396,-10704,-16261,224605,151831,388282,176470,-163677,-24639
2022/12/14,自營商,545110,67615,528755,68543,16355,-928,297962,72715,279750,53050,18212,19665
2022/12/14,投信,1208,3239,203,586,1005,2653,22882,56843,26503,69621,-3621,-12778
2022/12/14,外資及陸資,590964,407170,575733,400876,15231,6294,229250,164147,381708,182466,-152458,-18319
2022/12/15,自營商,247722,48908,251466,44499,-3744,4409,308231,73120,293181,49033,15050,24087
2022/12/15,投信,937,2473,206,329,731,2144,23256,57945,26146,68581,-2890,-10636
2022/12/15,外資及陸資,372570,321419,371897,318428,673,2991,233059,164707,384844,180115,-151785,-15408
2022/12/16,自營商,367331,74632,357358,71195,9973,3437,316030,76879,291144,49774,24886,27105
2022/12/16,投信,3955,6125,5608,11141,-1653,-5016,22666,55292,27209,70764,-4543,-15472
2022/12/16,外資及陸資,489983,360401,501616,365083,-11633,-4682,234913,157069,398022,177046,-163109,-19977
2022/12/19,自營商,310161,75297,308530,73238,1631,2059,324375,77669,297974,48660,26401,29009
2022/12/19,投信,23775,64909,24232,66189,-457,-1280,22334,54026,27360,70797,-5026,-16771
2022/12/19,外資及陸資,508367,403201,501843,392145,6524,11056,241527,161119,398112,169782,-156585,-8663
2022/12/20,自營商,483638,96135,486553,94082,-2915,2053,328711,77912,303986,47531,24725,30381
2022/12/20,投信,19599,48638,20970,52202,-1371,-3564,22155,52274,28553,72335,-6398,-20061
2022/12/20,外資及陸資,597622,431738,600041,433399,-2419,-1661,240941,164099,399960,173969,-159019,-9870
2022/12/21,自營商,424236,70293,420441,71304,3795,-1011,217450,53646,139444,27177,78006,26469
2022/12/21,投信,1422,3631,1932,4567,-510,-936,21279,51453,28137,72511,-6858,-21058
2022/12/21,外資及陸資,488154,267969,483019,255337,5135,12632,131383,131942,277588,122830,-146205,9112
2022/12/22,自營商,217695,30895,209240,26961,8455,3934,258477,59985,171406,29229,87071,30756
2022/12/22,投信,640,1822,563,1010,77,812,21279,52243,28060,72801,-6781,-20558
2022/12/22,外資及陸資,286055,211502,281585,201540,4470,9962,154573,143870,296314,124824,-141741,19046
2022/12/23,自營商,236459,35245,249120,33521,-12661,1724,266031,62760,191485,30557,74546,32203
2022/12/23,投信,18,47,980,2779,-962,-2732,20403,49072,28146,72095,-7743,-23023
2022/12/23,外資及陸資,345969,251957,360959,265543,-14990,-13586,148372,130835,305154,125547,-156782,5288
2022/12/26,自營商,197766,23728,191301,23171,6465,557,275520,64122,194763,31321,80757,32801
2022/12/26,投信,16,46,190,541,-174,-495,20304,48964,28221,72570,-7917,-23606
2022/12/26,外資及陸資,245690,185217,245772,180448,-82,4769,149971,134716,306841,124416,-156870,10300
2022/12/27,自營商,237994,24302,234425,25393,3569,-1091,283368,64713,198916,32825,84452,31888
2022/12/27,投信,742,2123,301,863,441,1260,20633,50121,28109,72566,-7476,-22445
2022/12/27,外資及陸資,193726,131831,193729,131320,-3,511,153938,135923,310802,125134,-156864,10789
2022/12/28,自營商,376488,40838,404811,38899,-28323,1939,249412,65260,164949,32111,84463,33149
2022/12/28,投信,3,8,1083,3050,-1080,-3042,20338,48616,28894,73799,-8556,-25183
2022/12/28,外資及陸資,363385,217448,371279,224425,-7894,-6977,145178,129513,311001,125658,-165823,3855
2022/12/29,自營商,197242,30650,198185,30825,-943,-175,258977,64581,175470,31711,83507,32870
2022/12/29,投信,20,56,1038,2909,-1018,-2853,19478,45932,29052,73827,-9574,-27895
2022/12/29,外資及陸資,302498,233052,294542,231032,7956,2020,153493,126629,311360,120931,-157867,5698
2022/12/30,自營商,217162,24569,208065,27005,9097,-2436,269302,63791,176661,33257,92641,30534
2022/12/30,投信,328,927,506,1430,-178,-503,19023,44987,28775,73588,-9752,-28601
2022/12/30,外資及陸資,259827,198141,246123,176277,13704,21864,160470,137522,304633,109818,-144163,27704
2023/1/3,自營商,420973,50428,426639,49264,-5666,1164,279241,64784,192218,32618,87023,32166
2023/1/3,投信,1314,3730,1926,5473,-612,-1743,17154,39970,27518,70493,-10364,-30523
2023/1/3,外資及陸資,424807,289976,422080,297742,2727,-7766,163658,133130,304989,113110,-141331,20020
2023/1/4,自營商,401594,43304,413508,42442,-11914,862,251408,65691,185551,32701,65857,32990
2023/1/4,投信,1944,5517,1354,3848,590,1669,15813,36080,25587,64891,-9774,-28811
2023/1/4,外資及陸資,442070,249781,449944,260167,-7874,-10386,155537,121357,304952,111558,-149415,9799
2023/1/5,自營商,203966,42112,199329,39051,4637,3061,270170,70050,199579,33830,70591,36220
2023/1/5,投信,809,2284,876,2218,-67,66,15087,34199,24928,63104,-9841,-28905
2023/1/5,外資及陸資,310149,275474,300623,264350,9526,11124,164206,130078,304095,109152,-139889,20926
2023/1/6,自營商,242365,37433,231687,40344,10678,-2911,293375,70449,212536,36857,80839,33592
2023/1/6,投信,841,2410,50,144,791,2266,15053,34286,24103,61080,-9050,-26794
2023/1/6,外資及陸資,304372,230961,291872,231490,12500,-529,183094,138957,310483,118576,-127389,20381
2023/1/9,自營商,439286,55851,441945,53096,-2659,2755,300908,72790,222700,35467,78208,37323
2023/1/9,投信,1788,4619,300,1,1488,4618,15373,35567,22935,58482,-7562,-22915
2023/1/9,外資及陸資,463038,302116,457114,304912,5924,-2796,197379,149929,322765,131256,-125386,18673
2023/1/10,自營商,375893,47953,379945,47181,-4052,772,315638,74548,241241,36344,74397,38204
2023/1/10,投信,685,2015,83,224,602,1791,15757,36829,22717,58024,-6960,-21195
2023/1/10,外資及陸資,406336,245493,423529,259957,-17193,-14464,193144,136552,333101,132196,-139957,4356
2023/1/11,自營商,371282,41313,389506,40582,-18224,731,247311,73410,198154,34401,49157,39009
2023/1/11,投信,61,180,136,402,-75,-222,15734,36722,22769,58112,-7035,-21390
2023/1/11,外資及陸資,426627,210208,441616,228264,-14989,-18056,171766,124193,325169,137797,-153403,-13604
2023/1/12,自營商,156824,35793,163513,36489,-6689,-696,254210,74953,211689,36697,42521,38256
2023/1/12,投信,445,1169,300,733,145,436,15743,36696,22633,57612,-6890,-20916
2023/1/12,外資及陸資,252218,211713,260725,211026,-8507,687,171409,121637,333319,134420,-161910,-12783
2023/1/13,自營商,269072,62497,249953,68026,19119,-5529,271483,71593,209536,38772,61947,32821
2023/1/13,投信,3312,5222,3441,5604,-129,-382,15471,36077,22490,57468,-7019,-21391
2023/1/13,外資及陸資,434396,398607,422295,375829,12101,22778,189214,146107,339059,136199,-149845,9908
2023/1/16,自營商,199048,60207,196792,58669,2256,1538,276483,77598,212638,43002,63845,34596
2023/1/16,投信,20627,54659,20296,53679,331,980,15623,36784,22311,57351,-6688,-20567
2023/1/16,外資及陸資,361063,311956,362147,317378,-1084,-5422,197235,153769,348170,149038,-150935,4731
2023/1/17,自營商,166824,45709,166761,47970,63,-2261,288085,76966,224124,44624,63961,32342
2023/1/17,投信,12156,32136,12872,33995,-716,-1859,14917,34463,22321,56879,-7404,-22416
2023/1/17,外資及陸資,286676,270383,288219,271637,-1543,-1254,196203,153496,348684,150143,-152481,3353
2023/1/30,自營商,364767,67084,347166,78116,17601,-11032,191015,61817,139021,35398,51994,26419
2023/1/30,投信,2365,6934,608,1410,1757,5524,14840,36147,19737,53853,-4897,-17706
2023/1/30,外資及陸資,333399,283275,315011,277016,18388,6259,126753,133610,266088,138662,-139335,-5052
2023/1/31,自營商,266911,37060,294694,41610,-27783,-4550,215253,61724,190739,40095,24514,21629
2023/1/31,投信,144,397,1132,2235,-988,-1838,14660,35069,20545,54392,-5885,-19323
2023/1/31,外資及陸資,280479,223540,303832,251929,-23353,-28389,131270,124289,293955,157597,-162685,-33308
2023/2/1,自營商,307313,40468,301615,38158,5698,2310,214947,64740,180262,40644,34685,24096
2023/2/1,投信,195,600,260,799,-65,-199,14485,34792,20435,54460,-5950,-19668
2023/2/1,外資及陸資,372774,221950,359202,209935,13572,12015,141576,126286,290779,147903,-149203,-21617
2023/2/2,自營商,237027,45944,231409,43674,5618,2270,242022,68966,201458,42091,40564,26875
2023/2/2,投信,745,2319,153,165,592,2154,14922,36608,20280,54379,-5358,-17771
2023/2/2,外資及陸資,337281,297751,338090,282602,-809,15149,150877,138116,300889,144907,-150012,-6791
2023/2/3,自營商,214736,36601,204614,39076,10122,-2475,257653,67875,206997,43595,50656,24280
2023/2/3,投信,107,334,242,748,-135,-414,14787,36191,20280,54380,-5493,-18189
2023/2/3,外資及陸資,322563,266489,333638,267237,-11075,-748,151360,135867,312447,143207,-161087,-7340
2023/2/6,自營商,244105,43223,264561,41884,-20456,1339,255836,68410,225023,43039,30813,25371
2023/2/6,投信,109,177,488,1502,-379,-1325,14742,35625,20614,54935,-5872,-19310
2023/2/6,外資及陸資,362769,296479,376259,309920,-13490,-13441,155516,131625,330090,152162,-174574,-20537
2023/2/7,自營商,281084,40393,280325,39499,759,894,265519,68761,233506,42537,32013,26224
2023/2/7,投信,67,53,72,222,-5,-169,14752,35628,20629,55093,-5877,-19465
2023/2/7,外資及陸資,351346,229962,354932,229331,-3586,631,159009,130186,333446,150047,-174437,-19861
2023/2/8,自營商,386991,64403,360263,63238,26728,1165,244155,73393,207758,45730,36397,27663
2023/2/8,投信,451,1096,280,561,171,535,14695,35630,20401,54824,-5706,-19194
2023/2/8,外資及陸資,419111,281367,400133,256119,18978,25248,170540,154943,324422,149592,-153882,5351
2023/2/9,自營商,165604,34864,176625,34526,-11021,338,251227,71578,226505,43549,24722,28029
2023/2/9,投信,21,17,401,1157,-380,-1140,14377,34681,20463,55009,-6086,-20328
2023/2/9,外資及陸資,265691,219787,274188,228441,-8497,-8654,172893,145324,335272,148721,-162379,-3397
2023/2/10,自營商,267450,59777,251833,61054,15617,-1277,269707,68723,229384,42093,40323,26630
2023/2/10,投信,2607,3586,2837,4321,-230,-735,14269,34286,20585,55321,-6316,-21035
2023/2/10,外資及陸資,368177,313845,371863,310484,-3686,3361,174941,154707,341006,154522,-166065,185
2023/2/13,自營商,289229,81254,292808,76039,-3579,5215,292840,75136,254697,43411,38143,31725
2023/2/13,投信,17610,50156,18093,51665,-483,-1509,14101,33625,20900,56112,-6799,-22487
2023/2/13,外資及陸資,421806,377267,420397,376750,1409,517,176904,159460,341551,158567,-164647,893
2023/2/14,自營商,286779,68667,269156,74633,17623,-5966,309843,74722,253217,48646,56626,26076
2023/2/14,投信,13681,35089,13548,34638,133,451,14185,34206,20851,56427,-6666,-22221
2023/2/14,外資及陸資,365510,316544,358101,310961,7409,5583,182935,145318,340155,139014,-157220,6304
2023/2/15,自營商,534706,117627,589372,109803,-54666,7824,194539,62432,177450,39045,17089,23387
2023/2/15,投信,713,1483,1524,3864,-811,-2381,13734,32186,20775,56388,-7041,-24202
2023/2/15,外資及陸資,556384,377270,573123,399273,-16739,-22003,136006,112225,267387,118334,-131381,-6109
2023/2/16,自營商,221512,40479,211649,45230,9863,-4751,226202,63685,200268,44791,25934,18894
2023/2/16,投信,457,1409,205,482,252,927,13610,32151,20399,55708,-6789,-23557
2023/2/16,外資及陸資,309090,268323,284454,234183,24636,34140,170470,139851,280845,111705,-110375,28146
2023/2/17,自營商,226981,36710,237407,38515,-10426,-1805,236320,63193,220669,46229,15651,16964
